label,translation
IIT Patna,IIT Patna
2002 Iraqi presidential referendum,Irakisches Präsidentschaftsreferendum 2002
Iraqi presidential referendum  2002,Irakisches Präsidentschaftsreferendum 2002
Tenggelamnya Kapal van der Wijck,Tenggelamnya Kapal van der Wijck
line of sight,Sichtlinie
sight line,Sichtlinie
visual axis,Sichtachse
SEAT Bocanegra,SITZ Bocanegra
The Doctor's Wife,Der Frau der Doktor
Correctional Service of Canada,Justizvollzugsdienst von Kanada
Snugglepot and Cuddlepie,Kuscheltopf und Kuschelpie
Reshteh Kūh-e Bīnālūd,Reshteh Kūh-e Bīnālūd
Kūhestān-e Bīnālūd,Kūhestān-e Bīnālūd
pharmaceutical specialty,pharmazeutische Spezialität
1980 El Asnam earthquake,Erdbeben von El Asnam 1980
University of Calabar,Universität Calabar
University of Calabar,Universität von Calabar
Air traffic control radar beacon system,Flugsicherungs-Radarbakensystem
University of Maiduguri,Universität Maiduguri
2008 United States presidential election in New Hampshire,Präsidentschaftswahl in der Vereinigte Staat 2008 in New Hampshire
Nasi kandar,Nasi kandar
2009 Andhra Pradesh Legislative Assembly election,Wahl der Legislativversammlung von Andhra Pradesh 2009
Primera División de México Apertura 2002,Primera División de México Apertura 2002
Open University of Sri Lanka,Offene Universität von Sri Lanka
Department of Labor and Employment,Abteilung für Arbeit und Beschäftigung
Department of Social Welfare and Development,Abteilung für Soziales und Entwicklung
TNT KaTropa,TNT-KaTropa
USWA Unified World Heavyweight Championship,USWA Unified Weltmeisterschaft im Schwergewicht
US Lusitanos Saint-Maur,Vereinigt Staat Lusitanos Saint-Maur
Saint Petersburg State University of Engineering and Economics,Sankt Petersburger Staatlich Universität für Technik und Wirtschaft
University of Chichester,Universität von Chichester
University of Wisconsin–Whitewater,Universität von Wisconsin-Whitewater
University of Wisconsin&ndash;Whitewater,Universität von Wisconsin&ndash;Whitewater
University of Wisconsin Whitewater,Universität von Wisconsin Whitewater
University of Wisconsin-Whitewater,Universität von Wisconsin-Whitewater
Voltigeurs de Châteaubriant,Voltigeurs de Châteaubriant
Voltigeurs de Chateaubriant,Voltigeurs de Chateaubriant
retention election,Aufbewahrungswahl
judicial retention election,gerichtlich Aufbewahrungswahl
retention referendum,Volksbefragung
Canarian nationalism,Kanarischer Nationalismus
1994 Texas gubernatorial election,Gouverneurswahl in Texas 1994
Texas gubernatorial election  1994,Gouverneurswahl in Texas 1994
2014 Paris municipal election,Kommunalwahl in Paris 2014
Paris municipal election  2014,Kommunalwahl in Paris 2014
capital punishment in Poland,der Todesstrafe in Pol
capital punishment in Malaysia,Todesstrafe in Malaysia
The Story of Philosophy,Der Geschichte der Philosophie
The Steps of the Sun,Der Schritt der Sonnen
UCLA Bruins men's basketball,UCLA Bruins Herr Basketball
UCLA Bruins basketball,UCLA Bruins Basketball
Bruins men's basketball,Bruins Mann Basketball
Bruins basketball,Bruins Basketball
UCLA basketball,UCLA Basketball
UCLA men's basketball,UCLA Mann Basketball
University of California Los Angeles men's basketball,University of California Los Angeles Mann Basketball
UCLA Bruins men's basketball team,UCLA Bruins Herr Basketballmannschaft
UCLA Bruins basketball team,UCLA Bruins Basketballmannschaft
UCLA basketball team,UCLA Basketballmannschaft
Bruins men's basketball team,Bruins Mann Basketball-Team
Bruins basketball team,Bruins Basketball-Team
UCLA Bruins,UCLA Bruins
UCLA Bruins bball,UCLA Bruins bball
Delhi College of Engineering,Hochschule für Technik Delhi
Shaheed Sukhdev College of Business Studies,Shaheed Sukhdev Hochschule für Wirtschaftswissenschaften
National Accreditation Board for Testing and Calibration Laboratories,Nationales Akkreditierungsgremium für Prüf- und Kalibrierlaboratorien
Hijaz mountains,Hijaz Gebirge
Bring Up the Bodies,Bringen Ich der Körper
1812 Caracas earthquake,Erdbeben von Caracas 1812
Cabin of Peter the Great,Kabine von Peter der Großen
Tehran University of Art,Kunsthochschule Teheran
1992 Erzincan earthquake,Erzincan-Erdbeben 1992
The Incoherence of the Incoherence,Der Inkohärenz der Inkohärenz
Tahāfut al-Tahāfut,Tahāfut al-Tahāfut
Ezogelin soup,Ezogelinsuppe
Ezogelin çorba,Ezogelin çorba
Ezogelin çorbası,Ezogelin çorbası
Allama iqbal open university,Allama iqbal offen Universität
crime in South Africa,Kriminalität in Südafrika
Washington State Cougars men's basketball,Washington State Cougars Mann Basketball
FIBA Americas Under-18 Championship,FIBA Americas U-18 Meisterschaft
Fai bei sogni,Fai bei sogni
natural resource management,Management natürlich Ressource
natural resources management,Verwaltung der natürlich Ressource
Fiat Punto GT,Fiat Punto GT
respiratory arrest,Atemstillstand
People's Party,Volkspartei
Wildlife Institute of India,Wildtierinstitut von Indien
The Queen's Fool,Der Narr der Königin
Il trionfo della morte,Il trionfo della morte
Judo as a sport,Judo als Sport
Monumental Clock of Pachuca,Monumental Uhr von Pachuca
The Art of Racing in the Rain,Der Kunst der Rennen im Regen
The Woman in Black,Der Frau in Schwarz
Le vergini delle rocce,Le vergini dellen rocce
Virgins of the rocks,Jungfrau von der Fels
Leinster GAA Senior Hurling Championship,Leinster GAA Senior Hurling Meisterschaft
Leontiasis ossea,Leontiasis ossea
Mercedes-Benz SLC-Class,Mercedes-Benz SLC-Klasse
University of Urmia,Universität von Urmia
Hidd SCC,Versteckt SCC
Hidd Sports and Cultural Club,Hidd Sport- und Kulturverein
Laurence-Moon syndrome,Laurence-Mond-Syndrom
Laurence-Moon-Biedl syndrome,Laurence-Moon-Biedl-Syndrom
Teatro del Silenzio,Teatro del Silenzio
Theatre of Silence,Theater der Stillen
2010–11 Ashes series,2010-11 Asche-Serie
2010-11 Ashes series,2010-11 Asche-Serie
The Republic of Thieves,Der Republik der Dieb
Torneo Nacional de Ascenso,Torneo Nacional de Ascenso
1966 NCAA University Division Basketball Tournament,1966 NCAA University Division Basketball Turnier
1966 NCAA Division I Basketball Tournament,Basketball-Turnier der NCAA Division I 1966
1966 NCAA Division I Men's Basketball Tournament,1966 NCAA Division I Basketballturnier der Mann
1993 NCAA Men's Division I Basketball Tournament,Basketballturnier der NCAA Männerdivision I 1993
1995 NCAA Men's Division I Basketball Tournament,Basketballturnier der NCAA Männerdivision I 1995
2004–05 UEFA Champions League knockout stage,UEFA Champions League K.o.-Phase 2004/05
2004-05 UEFA Champions League knockout stage,2004-05 UEFA Champions League K.o.-Phase
2006–07 UEFA Champions League knockout stage,UEFA Champions League K.o.-Phase 2006/07
2006-07 UEFA Champions League knockout stage,2006-07 UEFA Champions League K.o.-Phase
Radio 1's Big Weekend,Der groß Wochenend von Radio 1
BBC's Biggest Weekend,BBCs groß Wochenend
alcoholic neuropathy,alkoholische Neuropathie
alcohol-related polyneuropathy,alkoholbedingte Polyneuropathie
Alcoholic polyneuropathy,Alkoholisch Polyneuropathie
antihypoxic drugs,Antihypoxika
The Arctic Home in the Vedas,Der arktische Heimat in der Veden
Bill  the Galactic Hero,Bill der galaktisch Held
In Search of Excellence,Auf der Suche nach Exzellenz
2004 Morocco earthquake,Erdbeben in Marokko 2004
Majma' al-Bayan,Majma al-Bayan
American University of Kuwait,Amerikanisch Universität Kuwait
Book of Ingenious Devices,Buch der genial Gerät
Qasr al-Ayni,Qasr al-Ayni
Zad al-Ma'ad,Zad al-Ma
Indonesian Food and Drug Authority,Indonesisch Lebensmittel- und Arzneimittelbehörde
Indonesian FDA,Indonesisch FDA
Rebellion of Ōshio Heihachirō,Rebellion von Ōshio Heihachirō
Rebellion of Heihachirō Ōshio,Rebellion von Heihachirō Ōshio
Ōshio Heihachirō no Ran,Ōshio Heihachirō no Ran
Ōshio no Ran,Ōshio no Ran
Volga GAZ-31105,Wolga GAZ-31105
Main Directorate of Special Programs of the President of the Russian Federation,Hauptdirektion für Sonderprogramme der Präsident der Russische Föderation
Chief Directorate for Special Programmes of the Russian President,Chefdirektion für Sonderprogramme der russisch Präsident
The Tao of Pooh,Der Tao von Pooh
Day of the Oprichnik,Tag der Oprichnik
The Right Hand of the Grand Master,Der rechte Hand der Großmeister
The house that,Der Haus der
SAP Business Suite,SAP Business Suite
Boy's Life,Der Leben der Junge
The Book of Tasty and Healthy Food,Der Buch der schmackhaft und gesund Lebensmittel
Journey into the Whirlwind,Reise in der Wirbelwind
Milk stasis,Milch Stasi
Liza Alert search-and-rescue team,Such- und Rettungsteam von Liza Alert
gunfire locator,Gewehrfeuer-Ortung
gunshot detection system,Schussdetektionssystem
1989 Major League Baseball season,Saison der Major League Baseball
Dzhuchi-khan Mausoleum,Dzhuchi-khan Mausoleum
The Metamorphosis of Prime Intellect,Der Metamorphose der Ur-Intellekts
Ministry of Panchayati Raj,Ministerium von Panchayati Raj
Ministry of Industries and Business,Ministerium für Industrie und Wirtschaft
Human Resources and Skills Development Canada,Personal- und Kompetenzentwicklung Kanada
Human Resources and Social Development Canada,Personalwesen und soziale Entwicklung Kanada
People's Democratic Front,Volksdemokratische Front
Monument to Lenin at the entrance of the Volga-Don canal,Lenindenkmal am Eingang der Wolga-Don-Kanals
The Eye of Argon,Der Auge der Argon
crime in Australia,Kriminalität in Australien
Rainbow party,Regenbogenparty
pseudophilosophical thinking,pseudophilosophisches Denken
Retro FM,Retro FM
Saint Petersburg State University of Culture and Arts,Staatlich Universität für Kultur und Kunst Sankt Petersburg
St. Petersburg State University of Culture,Staatlich Universität für Kultur St. Petersburg
Saint Petersburg State University of Culture,Staatlich Kulturuniversität Sankt Petersburg
St. Petersburg State University of Culture and Arts,Staatlich Universität für Kultur und Kunst St. Petersburg
Saint Petersburg State University of Technology and Design,Staatlich Universität für Technik und Design Sankt Petersburg
Saint Petersburg State University of Industrial Technology and Design,Staatlich Universität für Industrietechnologie und Design Sankt Petersburg
Saint Petersburg State University of Telecommunications,Staatlich Universität für Telekommunikation Sankt Petersburg
list of football clubs in Russia by competitive honours won,Liste der Fußballvereine in Russland nach Wettbewerbs-Ehren gewinnen
sport industry,Sportindustrie
sports industry,Sportindustrie
Tomsk State University of Control Systems and Radio-electronics,Staatlich Universität für Steuerungssysteme und Radioelektronik Tomsk
chromosomal disease,chromosomale Krankheit
congenital chromosomal disease,angeboren Chromosomenerkrankung
chromosome disorders,Chromosomenstörungen
College of Charleston,Hochschule von Charleston
Mashona uprising,Aufstand in Maschona
Matabele uprising,Matabele Aufstand
Ndebele insurrection,Ndebele Aufstand
1894 San Juan earthquake,Erdbeben von San Juan 1894
1906 Valparaíso earthquake,Erdbeben von Valparaíso 1906
Terremoto de Valparaíso de 1906,Terremoto de Valparaíso de 1906
1943 Argentine coup d'état,Argentinischer Staatsstreich 1943
1963 England vs Rest of the World football match,1963 England vs Rest der Welt Fußballspiel
1971 Sudanese coup d'état,Sudanesischer Staatsstreich 1971
1972 Major League Baseball season,Saison der Major League Baseball 1972
1975–76 NFL playoffs,NFL-Playoffs 1975/76
1975-76 NFL playoffs,NFL-Playoffs 1975-76
1976 Moro Gulf earthquake,Moro Golf Erdbeben 1976
1983 Sea of Japan earthquake,Erdbeben im japanisch Meer 1983
1984 NFL Supplemental Draft of USFL and CFL Players,1984 NFL Supplemental Draft der USFL und CFL Spieler
1989 Newcastle earthquake,Erdbeben von Newcastle 1989
1990 NASCAR Winston Cup Series,1990 NASCAR Winston Cup Serie
1990–91 NFL playoffs,NFL-Playoffs 1990/91
1990-91 NFL playoffs,NFL-Playoffs 1990-91
1993 Major League Baseball draft,Erstes Spiel in der Major League Baseball
1993 MLB Draft,MLB Entwurf 1993
1994 AFL season,AFL-Saison 1994
1998–99 NFL playoffs,NFL-Playoffs 1998/99
1998-99 NFL playoffs,1998-99 NFL Playoffs
2001 NCAA Division I-A football season,Fußball NCAA Division I-A 2001
1999–2000 NFL playoffs,NFL Playoffs 1999/2000
1999-2000 NFL playoffs,1999-2000 NFL Playoffs
2003 Major League Baseball draft,2003 Major League Baseball Draft
2003 MLB Draft,2003 MLB Draft
2003 NCAA Division I-A football season,2003 NCAA Division I-A Fußballsaison
2005 Major League Baseball draft,2005 Major League Baseball-Draft
2005 MLB Draft,2005 MLB Entwurf
2010 ICC Under-19 Cricket World Cup,2010 ICC U19 Cricket Weltmeisterschaft
2011–12 NFL playoffs,NFL-Playoffs 2011/12
2011-12 NFL playoffs,2011-12 NFL Playoffs
AJPW All Asia Tag Team Championship,AJPW All Asia Tag Team Championship
A Day Late and a Dollar Short,Ein Tag zu spät und einen Dollar kurz
A Pale View of Hills,Ein blaß Blick auf Hügel
A Wind in the Door,Ein Wind in der Tür
A la juventud filipina,A la juventud filipina
abdominal compartment syndrome,abdominales Kompartiment Syndrom
Accession of East Timor to the Association of Southeast Asian Nations,Beitritt Osttimors zum Verband Südostasiatischer Nation
acute fatty liver of pregnancy,akut Fettleber der Schwangerschaft
Acute fatty liver  gestational,Akute Fettleber Schwangerschaft
acute yellow liver atrophy,akut gelbe Leberatrophie
acute yellow atrophy of the liver,akut gelbe Atrophie der Leber
acute motor axonal neuropathy,akut motorische axonale Neuropathie
Acute pure motor GBS,Akuter rein Motor GBS
Acute pure motor Guillain-BarrC) syndrome,Akutes reinmotorisches Guillain-BarrC-Syndrom)
Acute pure motor Guillain-Barré syndrome,Akutes rein motorisch Guillain-Barré-Syndrom
Cancer Institute (WIA),Krebsinstitut (WIA)
Ahsanullah University of Science and Technology,Ahsanullah Universität für Wissenschaft und Technologie
2014 Alabama gubernatorial election,Gouverneurswahl in Alabama 2014
Alabama gubernatorial election  2014,Gouverneurswahl in Alabama 2014
Mausoleum of three leaders,Mausoleum der drei Führer
alopecia universalis,Alopezie universalis
alopecia universalis,Alopezie universalis
Amazon VPC,Amazon VPC
American InterContinental University,Amerikanisch InterContinental-Universität
AIU Online,AIU Online
anti-Stalinist left,Antistalinistische Linke
architecture of Mexico,Architektur von Mexiko
Architecture of Mexico,Architektur von Mexiko
Mexican architecture,Mexikanische Architektur
Republican Party of Arizona,Republikanische Partei von Arizona
Arkansas Razorbacks baseball,Arkansas Razorbacks Baseball
2014 Arkansas gubernatorial election,Gouverneurswahl in Arkansas 2014
Arkansas gubernatorial election  2014,Gouverneurswahl in Arkansas 2014
2006 Arkansas gubernatorial election,Gouverneurswahl in Arkansas 2006
Arkansas gubernatorial election  2006,Gouverneurswahl in Arkansas 2006
Augusta GreenJackets,GreenJackets von Augusta
National Institute for Materials Science,Nationales Institut für Materialwissenschaft
Busshitsu-zairyō kenkyū kikō,Busshitsu-zairyō kenkyū kikō
Bank of the Nation,Der Bank der Nation
Baroka FC,Baroka FC
Bartholomew and the Oobleck,Bartholomäus und der Oobleck
Basford United FC,FC Bayer München
Battle of Alberta,Schlacht von Alberta
Battle of Liberty Place,Schlacht von Liberty Place
Beautiful Boy: A Father's Journey Through His Son's Addiction,Schöner Junge: Der Reise ein Vater durch der Sucht mein Sohnes
February 2005 Bihar Legislative Assembly election,Wahl der Legislativversammlung in Bihar vom Februar 2005
Bihar Legislative Assembly election  February 2005,Wahl der Legislativversammlung in Bihar Februar 2005
Blacktown City FC,FC Bayer München
parasitic stramenopiles infectious disease,parasitär Stramenopiles Infektionskrankheit
Blastocystis hominis infectious disease,Blastocystis hominis Infektionskrankheit
Blastocystis infection,Blastocystis Infektion
Bloomsburg University of Pennsylvania,Bloomsburg Universität von Pennsylvania
Buffalo Bulls men's basketball,Buffalo Bulls Herr Basketball
Buffalo Bulls basketball,Basketball Buffalo Bulls
2012 United States Senate election in Indiana,Senatswahl in der Vereinigte Staat 2012 in Indiana
United States Senate election in Indiana  2012,Senatswahl in der Vereinigte Staat 2012
Byzantine Empire under the Justinian dynasty,Byzantinisches Reich unter der Justinian-Dynastie
